ts,record_id,user_authority,user,market_index,funding_payment,base_asset_amount,user_last_cumulative_funding,user_last_funding_rate_ts,amm_cumulative_funding_long,amm_cumulative_funding_short
2022-03-13 16:56:41-04:00,317653,DXjrP452Xcgbc9KxawmA2kYBFxA8cjD4cKq681e72tFL,CmZLVvEW6bLpCvb8Z6eYzhx6BiLFy9PvVYS1NL5Cw38J,3,8904857114348,219098977051034,-245686135225389,0,-249750443162470,-308747661954048
2022-03-13 17:00:16-04:00,317654,AAw935winL5j5mVyWqSYiGkue52S9BHpRPwX7DUhQxyr,8vGetf9yx8CiWrM1NmCTPGyLvbwZSDz9ah3dti5hXmNV,0,-5932454010843,2047349723205737,1566825787587437,0,1567115550198270,495685840302044
2022-03-13 17:00:22-04:00,317655,2LtdXY347HxPdwGivppJVyd3QXgnkpNGjmbKwRZ22VHj,2oMMnFauxTKsq9ZDQfUnTENYDL2Zz9NaV2at4vdeMJfc,5,35403395784183,-1973061330448683,1671486289015548,1647199303,3302829979802262,1673280627348464
2022-03-13 17:00:22-04:00,317656,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,0,-867421777886,299356005729142,1566825787587437,0,1567115550198270,495685840302044
2022-03-13 17:00:22-04:00,317657,ApJe8mDi3REoFMrsJLZJVAGfVbBK1iBhki4HRZZQkW9,E2EXhQ5J2yo4A199Di1yjTaXUvKefLXjjySyrkmq66gJ,5,2679161977057,-149311973550905,1671486289015548,0,3302829979802262,1673280627348464
2022-03-13 17:01:00-04:00,317658,D5RCk5NfTVHEqgrrhNXgLrXQDzdnUmPiGXuLccaECLvp,AA6gh2EZyDTAxUnv1B6ZFynH6t5C2TMZptc9Vkrvx47u,3,-21015513833593,-4876453815080724,-308747661954048,1647201608,-250181402105803,-309178620897381
2022-03-13 17:01:02-04:00,317659,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,4,50601802413027,-13535901501286783,99175790725237,1647201604,266157055389910,99549624728153
2022-03-13 17:01:02-04:00,317660,D5RCk5NfTVHEqgrrhNXgLrXQDzdnUmPiGXuLccaECLvp,AA6gh2EZyDTAxUnv1B6ZFynH6t5C2TMZptc9Vkrvx47u,7,36950113418277,-22722633880503841,262048301660231,1647201608,264661059914706,262210915350231
2022-03-13 17:01:04-04:00,317661,D5RCk5NfTVHEqgrrhNXgLrXQDzdnUmPiGXuLccaECLvp,AA6gh2EZyDTAxUnv1B6ZFynH6t5C2TMZptc9Vkrvx47u,2,572319033834,-4601182374538,39774931141531875,0,50344103853747706,39787369662486875
2022-03-13 17:01:04-04:00,317662,F5BMRPmj54MmKRvmmhYETmfyhBYjiJo3qzM5YZpQnCup,7gWxZS93DXQCTxwvynyyArkSzGdcDyHZXNDyLmXN4JaH,8,-232529064,999223414278,174412552183534,1647201615,174435823161867,93988707561272
2022-03-13 17:01:04-04:00,317663,F5BMRPmj54MmKRvmmhYETmfyhBYjiJo3qzM5YZpQnCup,7gWxZS93DXQCTxwvynyyArkSzGdcDyHZXNDyLmXN4JaH,7,15359166506131,-9445186629816791,262048301660231,1647201608,264661059914706,262210915350231
2022-03-13 17:01:13-04:00,317664,51sWUoJVikAwJQW1aR3X5uQowdWaJnxyzBSxrBgZCyVa,HV8hjzV4tjfN4ejFpzwJAPbgbYdqcuf1tamhkKhauHUT,11,21631677379160,-5609019776221620,113018812077819,1647201608,113404470860319,113404470860319
2022-03-13 17:01:13-04:00,317665,51sWUoJVikAwJQW1aR3X5uQowdWaJnxyzBSxrBgZCyVa,HV8hjzV4tjfN4ejFpzwJAPbgbYdqcuf1tamhkKhauHUT,0,35357874164599,-12202359049345249,495396077691211,1647201637,1567115550198270,495685840302044
2022-03-13 17:01:13-04:00,317666,51sWUoJVikAwJQW1aR3X5uQowdWaJnxyzBSxrBgZCyVa,HV8hjzV4tjfN4ejFpzwJAPbgbYdqcuf1tamhkKhauHUT,2,29762984193516,-239280733627353,39774931141531875,1647199274,50344103853747706,39787369662486875
2022-03-13 17:02:42-04:00,317667,eAXzwwppBRTsEa7YWMBRhgrDHZ1NgBY6HTGYnn8L5NH,77zyuGe7LXmWxJANxsxwxfidJKaAxfQTmVXogwDcUFav,8,945500333063,-4063002077239366,93965436582939,1647201615,174435823161867,93988707561272
2022-03-13 17:02:46-04:00,317668,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,4,3890275670251,-1040642541851869,99175790725237,1647201604,266157055389910,99549624728153
2022-03-13 17:02:46-04:00,317669,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,8,-679508410025,2919982135268375,174412552183534,0,174435823161867,93988707561272
2022-03-13 17:02:46-04:00,317670,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,3,-8730603761781,-2025855106813484,-308747661954048,1647201608,-250181402105803,-309178620897381
2022-03-13 17:02:46-04:00,317671,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,7,6683425338788,-4110001647947492,262048301660231,1647201608,264661059914706,262210915350231
2022-03-13 17:02:46-04:00,317672,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,0,840524726201,-290073561866629,495396077691211,0,1567115550198270,495685840302044
2022-03-13 17:02:55-04:00,317673,Ca5Y8qCUvYfcayjUqJhTocNsfW2SiMEBy6oH5CWKt9Sr,Fe6M8t9bvS5EbcYFF1j3WHavbYEHaCkhXodG2HaNHaV6,3,-215536046221,-50013127597322,-308747661954048,0,-250181402105803,-309178620897381
2022-03-13 17:03:08-04:00,317674,LovffUMZGTniMyci8dJ9N1HhPem1kdTJFtQn8AykWyZ,2ne6tu3DkhkmhjtiEmL1quLRFsvXSnbW6cU2i8wdJjmw,3,-5998877099548,-1391983434234741,-308747661954048,0,-250181402105803,-309178620897381
2022-03-13 17:03:09-04:00,317675,2LtdXY347HxPdwGivppJVyd3QXgnkpNGjmbKwRZ22VHj,2oMMnFauxTKsq9ZDQfUnTENYDL2Zz9NaV2at4vdeMJfc,3,194545943569562,45142570209811726,-249750443162470,1647201608,-250181402105803,-309178620897381
2022-03-13 17:03:09-04:00,317676,2LtdXY347HxPdwGivppJVyd3QXgnkpNGjmbKwRZ22VHj,2oMMnFauxTKsq9ZDQfUnTENYDL2Zz9NaV2at4vdeMJfc,4,73141024617443,-19565107520162705,99175790725237,1647201604,266157055389910,99549624728153
2022-03-13 17:03:10-04:00,317677,B6kjyqPBcgKR7yeBFnyvXeCuBuQFerxeXSB1FvcCQpCQ,3JT76hZJgxsvD7MTAfeFVeTDVTpRYpWJ44Gat6kJMmCg,3,-146635635531,-34025430449812,-308747661954048,0,-250181402105803,-309178620897381
2022-03-13 17:05:25-04:00,317678,FgxTXM14VNSQAP42SUsikZedphCcvvjZXNKgneXtDnXW,9J7RrTQY7jjtdbF8xfraYtbjJvRk8D2x3ADVu3NyBWWd,8,426091626383,-1831000056321038,93965436582939,1647201615,174435823161867,93988707561272
2022-03-13 17:05:35-04:00,317679,FgxTXM14VNSQAP42SUsikZedphCcvvjZXNKgneXtDnXW,9J7RrTQY7jjtdbF8xfraYtbjJvRk8D2x3ADVu3NyBWWd,10,-2402107428070,87390990910958745,2402114338216,1647201936,2404863028216,2404863028216
2022-03-13 17:07:07-04:00,317680,9pzwKSceogMgCeZjstNqHbiLHeQb4mzD4j9kSmNxbe8x,93AY1zEbBweMV2ur9A65vzmSb79Mkrr2Wi1XuLYijSm9,1,-1755558197202,196844673088,1035142412431014738,1647176486,1036034261912975153,484377300732045376
2022-03-13 17:07:46-04:00,317681,DXgo3PMFzUTdvW8xrj7w8Ks7L9XGK7VRVbM748pisja3,5MXwPXQC9jbFQf51EDa9sbtiuQhGWESmrLNhud4P7hBB,0,-2567233352630,885978127147090,1566825787587437,0,1567115550198270,495685840302044
2022-03-13 17:07:46-04:00,317682,DXgo3PMFzUTdvW8xrj7w8Ks7L9XGK7VRVbM748pisja3,5MXwPXQC9jbFQf51EDa9sbtiuQhGWESmrLNhud4P7hBB,1,1259192645407,-750454520426,484377300732045376,0,1036202052579982236,484545091399052459
2022-03-13 17:07:46-04:00,317683,D5RCk5NfTVHEqgrrhNXgLrXQDzdnUmPiGXuLccaECLvp,AA6gh2EZyDTAxUnv1B6ZFynH6t5C2TMZptc9Vkrvx47u,1,6444607352856,-3840861633016,484377300732045376,1647201604,1036202052579982236,484545091399052459
2022-03-13 17:07:49-04:00,317684,AMzKNWptbAWy2JRaNTYW8rrAircKcdsi2r2QJZfei9Cv,2kSmBprCAD4WpiFs4ngNszX5PyHFREjqLH7vVzgUjNm4,10,2112325296266,-76848436755944519,2402114338216,1647201936,2404863028216,2404863028216
2022-03-13 17:07:52-04:00,317685,BbjJgdGNyEZ3xfCCZVMQwKwpjA4AxPC9fAuAxdqiH7CG,88WGF4Y4GF1VYpv8zRJZdxmmSAwrqAZrdbo7KnAD4dU9,10,32417238781643,-1179370492185122230,2402114338216,1647201936,2404863028216,2404863028216
2022-03-13 17:07:52-04:00,317686,BbjJgdGNyEZ3xfCCZVMQwKwpjA4AxPC9fAuAxdqiH7CG,88WGF4Y4GF1VYpv8zRJZdxmmSAwrqAZrdbo7KnAD4dU9,12,3722511700690,-1757832535325275,95533911685534,1647201615,110134098235802,95745678826367
2022-03-13 17:07:55-04:00,317687,9pGqJ1T3HKeMopDMhSARDDAyydK3MRomqbBnUrxxq4Cz,EiZCUv2uD7j4WQEmvBRq7b9ifGNKnsoqfDSCSDEZAMUY,12,1001986263665,-473154739552189,95533911685534,1647201615,110134098235802,95745678826367
2022-03-13 17:07:58-04:00,317688,DXgo3PMFzUTdvW8xrj7w8Ks7L9XGK7VRVbM748pisja3,5MXwPXQC9jbFQf51EDa9sbtiuQhGWESmrLNhud4P7hBB,12,1283423937855,-606054335345475,95533911685534,1647201615,110134098235802,95745678826367
2022-03-13 17:08:06-04:00,317689,AnsdDByYT8ZF1gUtB9wbdDM9aPb4pbe5msnhJSMcyyPP,268YXLhoGGQfZcEqcM3bCQCf31vopnt2JybPxa36aMNP,10,13946977540929,-507404528736584768,2402114338216,1647201936,2404863028216,2404863028216
2022-03-13 17:08:06-04:00,317690,AnsdDByYT8ZF1gUtB9wbdDM9aPb4pbe5msnhJSMcyyPP,268YXLhoGGQfZcEqcM3bCQCf31vopnt2JybPxa36aMNP,11,30729099,-7967950060,113018812077819,1647201608,113404470860319,113404470860319
2022-03-13 17:08:06-04:00,317691,AnsdDByYT8ZF1gUtB9wbdDM9aPb4pbe5msnhJSMcyyPP,268YXLhoGGQfZcEqcM3bCQCf31vopnt2JybPxa36aMNP,12,466205894528,-220150252156494,95533911685534,0,110134098235802,95745678826367
2022-03-13 17:08:09-04:00,317692,D5RCk5NfTVHEqgrrhNXgLrXQDzdnUmPiGXuLccaECLvp,AA6gh2EZyDTAxUnv1B6ZFynH6t5C2TMZptc9Vkrvx47u,9,-388365579,9999998831948,1731189953632,1647201647,1735073609882,1735073609882
2022-03-13 17:09:09-04:00,317693,HRzDJVgzQH4oxmwfXw163NmQkZBFbFVK4w8HZVr9gUi5,6zMmKu29zPxzPeZLXBMV8CTdvkeqW1PECyHmPBsYH1QF,0,17093435099163,-5899116883998250,495396077691211,0,1567115550198270,495685840302044
2022-03-13 17:09:09-04:00,317694,HRzDJVgzQH4oxmwfXw163NmQkZBFbFVK4w8HZVr9gUi5,6zMmKu29zPxzPeZLXBMV8CTdvkeqW1PECyHmPBsYH1QF,3,49780352530926,11551066128464534,-249750443162470,1647201608,-250181402105803,-309178620897381
2022-03-13 17:09:14-04:00,317695,bhip1a2qNErbUg5CSXgXu1GKbSYG1Xx4UyLYT9JrHKf,Heax813ASeLfPqkyJ28M4A1SiAUgRNDnAHRCfdvyVjLq,7,-6891772664635,4238125747368459,264498446224706,0,264661059914706,262210915350231
2022-03-13 17:09:15-04:00,317696,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,0,1634225244274,-563987617165878,495396077691211,1647201637,1567115550198270,495685840302044
2022-03-13 17:09:15-04:00,317697,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,3,-2846085593030,-660407594983184,-308747661954048,1647201608,-250181402105803,-309178620897381
2022-03-13 17:09:15-04:00,317698,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,8,25856941346,-111112394916864,93965436582939,0,174435823161867,93988707561272
2022-03-13 17:09:15-04:00,317699,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,7,3450095010467,-2121651018722617,262048301660231,1647201608,264661059914706,262210915350231
2022-03-13 17:09:16-04:00,317700,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,6,-408907949356,8011632532563826,13754519996778,1647201603,13759623924694,11544417679932
2022-03-13 17:09:16-04:00,317701,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,6,1168925812981,-22902474960844562,11539313752016,0,13759623924694,11544417679932
2022-03-13 17:10:02-04:00,317702,9PXbLdyXKuU831N9rFCDHNbmv6cMJiSjFdbZcaoX4rRt,7NhqHa3odHgW67kTGbKwdqKkS9fZ3hm7XhfXWYqfYyq4,6,4910972354381,-96219469302971569,11539313752016,1647201603,13759623924694,11544417679932
2022-03-13 17:10:41-04:00,317703,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,9,1332825975674,-34318845177779471,1731189953632,1647201647,1735073609882,1735073609882
2022-03-13 17:10:41-04:00,317704,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,10,1059018332987,-38528110954231397,2402114338216,1647201936,2404863028216,2404863028216
2022-03-13 17:10:41-04:00,317705,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,4,1405343254847,-375927080973348,99175790725237,1647201604,266157055389910,99549624728153
2022-03-13 17:10:41-04:00,317706,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,1,692379589292,-412644875691,484377300732045376,1647201604,1036202052579982236,484545091399052459
2022-03-13 17:10:41-04:00,317707,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,2,702179558841,-5645201397992,39774931141531875,1647199274,50344103853747706,39787369662486875
2022-03-13 17:10:44-04:00,317708,HpjmrE69DTK9F4KK3Ph5QrJbnZF8n3hmuJt6c5KVZDYZ,DnbDD6deFUkm1qeEfZT3M9GVNtzu8e2GpdXzNKBfTT11,2,-1363666380935,10963251867877,50331665332792706,0,50344103853747706,39787369662486875
2022-03-13 17:10:44-04:00,317709,DRiFTzrYkMP64BQvniNjSUViqMZra6nQDYMsnuCHUQb7,6VxSBmY3WPrP18Zra317VyK8xfk9kfu6pg6NkUKESicy,3,41922363222044,9727693059997831,-249750443162470,1647201608,-250181402105803,-309178620897381
2022-03-13 17:10:44-04:00,317710,DRiFTzrYkMP64BQvniNjSUViqMZra6nQDYMsnuCHUQb7,6VxSBmY3WPrP18Zra317VyK8xfk9kfu6pg6NkUKESicy,4,13267847206239,-3549127982673222,99175790725237,1647201604,266157055389910,99549624728153
2022-03-13 17:10:44-04:00,317711,DRiFTzrYkMP64BQvniNjSUViqMZra6nQDYMsnuCHUQb7,6VxSBmY3WPrP18Zra317VyK8xfk9kfu6pg6NkUKESicy,0,10738255997511,-3705880467684219,495396077691211,1647201637,1567115550198270,495685840302044
2022-03-13 17:10:44-04:00,317712,DRiFTzrYkMP64BQvniNjSUViqMZra6nQDYMsnuCHUQb7,6VxSBmY3WPrP18Zra317VyK8xfk9kfu6pg6NkUKESicy,1,6496170083364,-3871592025491,484377300732045376,0,1036202052579982236,484545091399052459
2022-03-13 17:10:44-04:00,317713,4ujVHxUpCBvoCZch6AGMkyfJPUrhWvuP45iucYpLR2No,45ALv9UKG881tbdJmA1keJziuAGugL5jNSv6LTXUDVXA,11,748100372477,-193979861583369,113018812077819,1647201608,113404470860319,113404470860319
2022-03-13 17:10:46-04:00,317714,8xvMCJuNnrrk1BtswWvvBQ59TA6ozEeVbV8LFNDLYxWS,2zn5oz6yvLUZvcWTnSL4Xmd5jUVvEX73x2xKN6mw1VhL,4,-15751458463878,4213490035955308,265783221386994,0,266157055389910,99549624728153
2022-03-13 17:10:46-04:00,317715,GSpimVsdtkiN8TApRK8Htp95ubYhAnHKG2UorhWqdBA9,3ZAwVGtk88qN4vgrfkPUsfcM37fnck8VJzK2fC2hEejd,9,3529665936012,-90885127539614273,1731189953632,1647201647,1735073609882,1735073609882
2022-03-13 17:10:47-04:00,317716,9JYkdQkHpsKvahhLjrdPevjQ9YR5WhirDc8N7imwT7P1,2PhTT3abP2XPdjk8KXawH36yRrttxGBGezV5rGiRkcKN,0,232003622,-80066790420,495396077691211,0,1567115550198270,495685840302044
2022-03-13 17:10:47-04:00,317717,9JYkdQkHpsKvahhLjrdPevjQ9YR5WhirDc8N7imwT7P1,2PhTT3abP2XPdjk8KXawH36yRrttxGBGezV5rGiRkcKN,4,471448262683,-126111658919750,99175790725237,1647201604,266157055389910,99549624728153
2022-03-13 17:10:47-04:00,317718,9JYkdQkHpsKvahhLjrdPevjQ9YR5WhirDc8N7imwT7P1,2PhTT3abP2XPdjk8KXawH36yRrttxGBGezV5rGiRkcKN,7,1627259184364,-1000690153679360,262048301660231,1647201608,264661059914706,262210915350231
2022-03-13 17:10:47-04:00,317719,9JYkdQkHpsKvahhLjrdPevjQ9YR5WhirDc8N7imwT7P1,2PhTT3abP2XPdjk8KXawH36yRrttxGBGezV5rGiRkcKN,3,-176039990,-40848436431,-308747661954048,1647201608,-250181402105803,-309178620897381
2022-03-13 17:10:48-04:00,317720,9JZBFFR9zPs12gdwr1bQfm6dNogbzJA1e4VjkuDdFPCT,22voQuaMVuZMh1J21QHjPth5oVyAgGJV53uRsXauAsC9,4,422476058577,-113011672368462,99175790725237,1647201604,266157055389910,99549624728153
2022-03-13 17:10:48-04:00,317721,9JZBFFR9zPs12gdwr1bQfm6dNogbzJA1e4VjkuDdFPCT,22voQuaMVuZMh1J21QHjPth5oVyAgGJV53uRsXauAsC9,1,243350076832,-145031950330,484377300732045376,1647201604,1036202052579982236,484545091399052459
2022-03-13 17:10:48-04:00,317722,9JZBFFR9zPs12gdwr1bQfm6dNogbzJA1e4VjkuDdFPCT,22voQuaMVuZMh1J21QHjPth5oVyAgGJV53uRsXauAsC9,2,232861365058,-1872098506734,39774931141531875,1647199274,50344103853747706,39787369662486875
2022-03-13 17:10:48-04:00,317723,9JZBFFR9zPs12gdwr1bQfm6dNogbzJA1e4VjkuDdFPCT,22voQuaMVuZMh1J21QHjPth5oVyAgGJV53uRsXauAsC9,0,237661525303,-82019389810112,495396077691211,1647201637,1567115550198270,495685840302044
2022-03-13 17:10:48-04:00,317724,9JZBFFR9zPs12gdwr1bQfm6dNogbzJA1e4VjkuDdFPCT,22voQuaMVuZMh1J21QHjPth5oVyAgGJV53uRsXauAsC9,7,320505934838,-197096526644820,262048301660231,1647201608,264661059914706,262210915350231
2022-03-13 17:10:49-04:00,317725,F5BMRPmj54MmKRvmmhYETmfyhBYjiJo3qzM5YZpQnCup,7gWxZS93DXQCTxwvynyyArkSzGdcDyHZXNDyLmXN4JaH,11,14422265686568,-3739644043129773,113018812077819,1647201608,113404470860319,113404470860319
2022-03-13 17:10:49-04:00,317726,F5BMRPmj54MmKRvmmhYETmfyhBYjiJo3qzM5YZpQnCup,7gWxZS93DXQCTxwvynyyArkSzGdcDyHZXNDyLmXN4JaH,10,9751515996572,-354769581021222694,2402114338216,1647201936,2404863028216,2404863028216
2022-03-13 17:10:59-04:00,317727,6Rk6wVu6pCDFwEWDbiY8wS93nDghyHP9kzdUEa6eFRRq,B5v7eFjSX6dDt1kt84Uvtqmrn7STbQPMbFMvjH6WGXJg,12,95549905714,-45120269999713,95533911685534,0,110134098235802,95745678826367
2022-03-13 17:10:59-04:00,317728,6Rk6wVu6pCDFwEWDbiY8wS93nDghyHP9kzdUEa6eFRRq,B5v7eFjSX6dDt1kt84Uvtqmrn7STbQPMbFMvjH6WGXJg,1,-163327044267,97339766973,1036034261912975153,1647201604,1036202052579982236,484545091399052459
2022-03-13 17:12:06-04:00,317729,Bj15AJxC22vM6iTBpGRZKXw1Ftc8zNvJaRpjKcmrbJTi,9saDd1TNVxGRHxA4Rd3sF8eWTVHQ9VnLUEvixP4MjMLW,2,58461047257290,-469999990101642,39774931141531875,1647199274,50344103853747706,39787369662486875
2022-03-13 17:12:06-04:00,317730,Bj15AJxC22vM6iTBpGRZKXw1Ftc8zNvJaRpjKcmrbJTi,9saDd1TNVxGRHxA4Rd3sF8eWTVHQ9VnLUEvixP4MjMLW,0,311717525892471,-107576862658835064,495396077691211,1647201637,1567115550198270,495685840302044
2022-03-13 17:12:06-04:00,317731,Bj15AJxC22vM6iTBpGRZKXw1Ftc8zNvJaRpjKcmrbJTi,9saDd1TNVxGRHxA4Rd3sF8eWTVHQ9VnLUEvixP4MjMLW,1,142622089684833,-85000013545934,484377300732045376,1647201604,1036202052579982236,484545091399052459
2022-03-13 17:12:06-04:00,317732,Bj15AJxC22vM6iTBpGRZKXw1Ftc8zNvJaRpjKcmrbJTi,9saDd1TNVxGRHxA4Rd3sF8eWTVHQ9VnLUEvixP4MjMLW,3,17238357733320,4000000000000000,-249750443162470,1647201608,-250181402105803,-309178620897381
2022-03-13 17:14:10-04:00,317733,5TQtXo8WYPa3m23ncC7hXQxE35c7Jt4ZXnVp1fr2Aw7A,4vzSd92WJv8GvLuZYPzpE7GH49ynkYcxMdGa2PKeujtR,7,2378218812372,-1462496061907794,262048301660231,1647201608,264661059914706,262210915350231
2022-03-13 17:14:10-04:00,317734,5TQtXo8WYPa3m23ncC7hXQxE35c7Jt4ZXnVp1fr2Aw7A,4vzSd92WJv8GvLuZYPzpE7GH49ynkYcxMdGa2PKeujtR,9,1576015926962,-40580726653208001,1731189953632,0,1735073609882,1735073609882
2022-03-13 17:14:10-04:00,317735,K1MnQj3TvP9LDEQuVj1mtVALd3jDZf9TDftytJ1TrUK,4RZB1NYzLiXSmUCpMzw5ttLohMQoMpyygdTq1pG6A5L1,6,1449355620444,-28396866967917663,11539313752016,1647201603,13759623924694,11544417679932
2022-03-13 17:15:59-04:00,317736,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,1,1084908025081,-646584249549,484377300732045376,1647201604,1036202052579982236,484545091399052459
2022-03-13 17:15:59-04:00,317737,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,3,-1066961483620,-247578452687018,-308747661954048,0,-250181402105803,-309178620897381
2022-03-13 17:15:59-04:00,317738,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,4,-1231834969941,329513891281320,265783221386994,0,266157055389910,99549624728153
2022-03-13 17:15:59-04:00,317739,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,2,-723553474574,5817037871243,50331665332792706,1647199274,50344103853747706,39787369662486875
2022-03-13 17:17:19-04:00,317740,6rgh53R9uuTNdknA9aXMKfkMmkzevzPneqCvqLZFPKQ9,8tkTwDkSpHTJAv47jg4SSjeDaejboeYXbFEPmrKsSd2G,0,249818234017008,-26000552399477512,494725021354128,1647194463,1567115550198270,495685840302044
2022-03-13 17:17:19-04:00,317741,6rgh53R9uuTNdknA9aXMKfkMmkzevzPneqCvqLZFPKQ9,8tkTwDkSpHTJAv47jg4SSjeDaejboeYXbFEPmrKsSd2G,7,238496677297540,-56500000000000000,261788797337315,1647194404,264661059914706,262210915350231
2022-03-13 17:17:19-04:00,317742,6rgh53R9uuTNdknA9aXMKfkMmkzevzPneqCvqLZFPKQ9,8tkTwDkSpHTJAv47jg4SSjeDaejboeYXbFEPmrKsSd2G,5,193047745028411,-8100000077927149,1670897321877215,1647194503,3302829979802262,1673280627348464
2022-03-13 17:17:19-04:00,317743,6rgh53R9uuTNdknA9aXMKfkMmkzevzPneqCvqLZFPKQ9,8tkTwDkSpHTJAv47jg4SSjeDaejboeYXbFEPmrKsSd2G,8,179200227097946,-174502461599925727,93886015470023,1647194427,174435823161867,93988707561272
2022-03-13 17:17:19-04:00,317744,6rgh53R9uuTNdknA9aXMKfkMmkzevzPneqCvqLZFPKQ9,8tkTwDkSpHTJAv47jg4SSjeDaejboeYXbFEPmrKsSd2G,6,213076668945794,-2150015780959885399,11534507209933,1647194524,13759623924694,11544417679932
2022-03-13 17:21:19-04:00,317745,4CwxH6JqYbZAXYEH9rcn1DddoMxdArNQt4vkynwvBrej,HXS9ewmRcpKZ9GCATcLYVyruCkMihcGjFdeGuycbNy2z,0,-156358801626761,53960999722243905,1566825787587437,1647201637,1567115550198270,495685840302044
2022-03-13 17:21:19-04:00,317746,4CwxH6JqYbZAXYEH9rcn1DddoMxdArNQt4vkynwvBrej,HXS9ewmRcpKZ9GCATcLYVyruCkMihcGjFdeGuycbNy2z,1,-63083936358407,37596808859306,1036034261912975153,1647201604,1036202052579982236,484545091399052459
2022-03-13 17:21:19-04:00,317747,4CwxH6JqYbZAXYEH9rcn1DddoMxdArNQt4vkynwvBrej,HXS9ewmRcpKZ9GCATcLYVyruCkMihcGjFdeGuycbNy2z,2,93554643852021,-752136401027769,39774931141531875,1647199274,50344103853747706,39787369662486875
2022-03-13 17:28:12-04:00,317748,CmK69Pq5GuvfTstgb3DMo91aakRcWitxdLr4TUMj89Vq,5MZF9spfQyBngafe6bJAZ68dSaJDmVeFW3anmVimssyk,3,-444198332031,-103072076563924,-308747661954048,1647201608,-250181402105803,-309178620897381
