,user_position_pubkey,user_authority,position_index,market_index,quote_asset_amount,base_asset_amount,last_cumulative_funding_rate,entry_price
2326,7zYRn2cKJS52L8EfjT41YKzBF9i3nH6zXvx1HyEsVbeY,Bvz58EnBg56fGxMaAS1ZSPPYwSKBjKQrTFeYkeGMaDbd,1.0,1.0,21.01,0.0005402596333,10381.437193449176,38888.70962220009
2327,7zYRn2cKJS52L8EfjT41YKzBF9i3nH6zXvx1HyEsVbeY,Bvz58EnBg56fGxMaAS1ZSPPYwSKBjKQrTFeYkeGMaDbd,2.0,3.0,21.0,0.2255033557046,-2.62990611167464,93.12500000004046
2328,Cym1s8kog2DysSqRjccnDDtnnVbyQmGNnmv3Jk85wcGn,8G3MZPpXc9r39cFuEPoeVhG5jiJchAD6FfUZEu1Ua5q9,0.0,4.0,4404.72,-50.0000000050864,0.44838940191134,88.09439999103834
2329,3E8K7RfrFNPu2veGZvMK3MbQSs8yApwAZsc5UbSSVHJe,GTAEoSSfCPcbLthN6ncGgu21kirtX72ykbopS9TYqZxE,,,,,,
2330,HL7MrYvZ6er8z7ynCmvFfTeVTFUSH2Jp3PDhWouLAmn4,2QeaUiytxxS39BDcCSGdxnJHroWEMdL8dPmmoUZ3yd2n,0.0,1.0,2093.79,-0.0431359555019,2228.3278335928744,48539.32121447444
2331,2xKWXbVkHLVoihHspURa1QF2mcwFDwhCuAsEzqcjYzRG,ADeFLrJZ41ALPT67PsegszW7vWM2yEUwdMAo9zR3Bume,,,,,,
2332,6kyPW2EFDq28Yr4LwGXQpQiU2ADJv9Kr1UAEj9Pop2LS,EqTBaqm3d7pHhcdRy53aZRQgrpJdpmdg4DB5dkbBm9bQ,,,,,,
2333,D5RqD9UMajEmgoh6aupPLeQRWDzDHVWoWi3HRdrqUvCe,79xQFvJQv66uoCHxtpTdPwWyosca3yp5xdRPh3f7JUn7,,,,,,
2334,9FDYAbNE6qrWnRk9bD89fpZ2NvadvEBG65a5e8onjHrQ,D5wFSC8rGMeGgPNFREHCKomeXAf2G4RUbjiH4XYx7kso,,,,,,
2335,5KooM8DMiS1iCR1cZa3VPipdx3TBnLbKSriHVHXDTfFd,78MVosaEuXBTZpUsKHC2e6Czf9U16mwyqoN27y7TZmda,,,,,,
2336,4nVvMxFgNEW29a7XwdRvTVVMAE25wYdnHj5ykiDTriyA,5meYHE4BbhTnG9JipFviwwP2hNQcBew1bad1MCc4CnKp,0.0,0.0,0.0,-9.587184e-06,-5.21206965664792,0.0
2337,eR7B5ZWVQH1qNJTWrM6gjwFMGSkwiAQJ76afXzdWvhB,2cUr1V1n4QvWyT6CchmoSxjAd3HhvsonHK4X4Ai67PBx,0.0,0.0,17.0,0.0961004290228,1.99992877657437,176.89827374201127
2338,C6dQqNFYPM1uCXd1BWNxKC9nuDTBuhnDXgu9NGayWotG,7zCePQtZzwV41Kr4H2ZbFttLiHkvbswmbLNrdRE4XVLY,,,,,,
2339,H9XrM5JXufxxxWrC5DCWTjjJzwbcTQvagkRUHyhWrVnd,B7iZdTbE3wD3Cfgso32gZYW7yoRxamov5MwZQ2aV6zVb,,,,,,
2340,AAYYauhstSfqkTbr6N2Eno4eMJ9y3KacXLWn2VCyD5po,A3U2gLBHpi5Mw7LSNEBK2Vjk2LujmHiva8Xf13gzoBPf,,,,,,
2341,BXPGbkfFFjbtLsXperijUzestFGLXcxEPW51t1NS1Lvy,4MnhDerF758c1jG5Ur7t2zTQE5BC1ww9TXEH4CnZZ34R,,,,,,
2342,Egtfn41nZk6SBFVT9h5yL3TYfyM6Wv7hYNh5qQHd7mpJ,6pTsRywcDPpX1D8WfvJLrM6jKzXSBiYezDbaWN1z7b5J,,,,,,
2343,3wKxFATyaQK6kZd2UahQjvL9tzMGuN2767EguLmj1bot,2HtcCr92gzqZEmnEYKrsC2d2euFz7djLYzqnbDSbhd82,0.0,0.0,468.69,1.9398154385767,-0.58418591978327,241.6157695620217
2344,CZEW9vUZKZdoTwwDHzyJtYLP2yuxQCE8dVQXuDKNsind,B8pNRpvGzA5aqEDFun75EmyzFNRe1tPvwR7qPCmg5NJt,,,,,,
2345,7DPVhm5PMCmiGuu6dfE2xZpcuZ81GijeXyrzkRR2YHKg,CUnUiZQNmi6gMADVBx4kjmViV38AtUrp5sWjymSm3dCo,,,,,,
2346,DddJ7EWCmYEEZETCBNgAUSg81Ls6fZtiAaY5ekJ5sXx1,8Ci5UbpoAFL5sAj4jeKwADceYrDxKQktXJnn1Vwgug5m,,,,,,
2347,6mLkVNHmGET4AJJ4AHqfWiH5LFLKbBK4zWadaeQt2i1q,Ci7ANhmFNiDuKv8L2sysyoXk1zh4wXqpNR1s9Cj1LQXH,0.0,9.0,1671.73,-1939.0,0.00513631699137,0.8621609076843734
2348,6bmu4hdA1hKo7nGWHa8tkCfgSxkk62CjYB8mCyvrXnha,FKEbCGhEdyWi5yYRGjK7p6svLQuzMHvMYLQyP1M2MT8E,,,,,,
2349,Gv8HYavgKTdu4GanqepR2ZPqirovgQWSpQo65niWhkxH,HGUhKEZRoQwsmbxQGtEhN2CjYY9Uj47XAyGbUF8iVo1F,0.0,1.0,10.74,0.000228981668,5198.475473434614,46903.31804203645
2350,JC2RG8NzgmSj7XBbLBqQmRELmk3KgNM33erVy2NEQndX,F5J9byDHBdmbNSk6hpXJ2hy4Dz85EH6FdzeVKVC5uzQU,,,,,,
2351,4r8feqzEVFNNBKjSUX8j5ndjzsmEdEMqTPvbYZuEY6cq,5rqD1y35TevwfShXdxxFhqSrhcEuu1f6ALnpZrADeVj7,0.0,2.0,11.04,0.0027731852871,150.72006760374467,3980.981743756778
2352,GZKXFSFq4aGiTaqovtxqNCCVGkAFNXPh4Hep1ZMwdZ8g,96StvqZyFUPtyMr4o9s7K4V29RSNyRpVi76vNwxG5rUf,,,,,,
2353,7vqdzuS4wu6JGWFihYWQmvJ6kZTnDFe3qfLNjAP5TDsC,8Qr116bRXPqSZLSzGUHNXaQSjhSkSchKxjMDZiuHh6fd,,,,,,
2354,CsWnSQ7YjfRKDKwt2bz3NqgJHLUVEwSXmaz67MoQcubK,HHJUNVHRRxL6s9aXCjnF4ruwEWonfq5U41rQFBWdvP9R,,,,,,
2355,2qVLgZ8ExAqxqg7ioZAp1wznLdL9TsxjacrjuwXWeCy6,HZtGiNy5ARfhQFCdJ4ChYveh1SWCWpU4qa7z7vSqrRac,,,,,,
2356,HaEZv3VtUbVBdA9Rrz13STECRvXdGR5CNTXuoY1Aodrn,5ukPXEi3Z4THnfxmUYgNpnZ3bxLMN4WCwPBrCMEYSJRD,,,,,,
2357,ALP6CuBVCQ1Lq7q4dmLQwiA2BK58Mck632EjWb4CTxCu,HdmuqSbwNYyk3JjCFDoxinH1b1WFiNsDrsvuuBjkNRmx,0.0,0.0,3.0,0.0150592621446,1.58454641724113,199.21294756634208
2358,5uJnMZ6DWA9bMSvHvS5zomwtt1sv7YCWq3GDJh77YC3q,4yhW5mBsFVNgQ5QQc2Yg65guctPsTSXcERbzmYM6rdnL,0.0,0.0,0.03,0.0001837374624,14.56596110357949,163.2764467743079
2359,F7yFNuLDaS73XGVyAKMhMYCYbZehKmC8uEG68rZqdFL3,9dvxqJqDhhFW6tMHquhdWCvYcEkSj5XPXd818mnDRKRA,,,,,,
2360,Geyws2LXy77prcXZHVYp5b71AuKeZmuMcUfNdF5eLoSY,F9JutTgEf5zfifkPfGf14XAUbzWrr27D8wCBGZcSnhGL,,,,,,
2361,GXbVZuGs4Hzk4zPmsJQeL7XcFqMgbgqyZnU5dc25VFtT,5rvbzpnj7eV1wDW6dCBiQmTvRc4JERQBdM5KjQbbaXbh,,,,,,
2362,7gFvdDRRXWPv2875XRGrrg2eFap5tkwryxkjTugTiXeY,2z9ucSVsTjJy6GVb9LdbzBevV4vUdmSJC7fGU7k3tNR4,,,,,,
2363,8NfrYbqsuLXYSGLbg7ThAQsfMbJ6wZ1QphL1EJWjYtEy,46ZCX9iCQppuMRMM6sDVQM84yTeKnVb17bKDdqYXJ3B3,,,,,,
2364,tEt3C44JwaHzpnu8ABsYCLHiQkeVeaVxYnP5iPciPg8,2UxzJb4vqKCjP7JUA1HpAdkHzbupo31oLEtR3UC7MwZp,,,,,,
2365,5rX8dE3PuY4CcYek3FKmTAM18sGTjg3jfHosLZyQ9XKP,5u19ZE7xaaaaDxLjwPgShAShPcb6ebUTgbhUaKYmm1qb,,,,,,
2366,CQfgjdZik67Hjore7aLLMvDSsyadVyba7ao9QWcFF1xm,BUqnBmviKEC6ThnH8GpF8gNwVSTvhjh6TeMagcHEdDPW,,,,,,
2367,6tv8USuYWiGNDC2DAXVWPnkHoNvqZqf5CUU6hMypUDZR,3FCT4xUS1j8kWVL19rhpJFb9xHQskz14w7FPz1wMWBcu,,,,,,
2368,GVaH3P6FhvNfBd5NvZNJjudBb1yc2gDuuc4Wy1dVTdyQ,EEDbpujxS5BaQhD95QJs9oHdD55dE2ppZa3hFVKBytLV,,,,,,
2369,6mnac7nTNzEBaMKwmabHUTW4ESnwjQJUpsBGoFRJPHpA,H4zHMGRS3nuZVZyoaHR3n21RqFCiX27eZ63yJzCi8bf5,,,,,,
2370,7x6V4XgWSbjSGNTwUAoqMi8FLN1XzEg1Ngnx4q2TtUHh,6h6t8nhXnv6kryF3qa98Fz4bgWzohk7ehzBHxUevood6,,,,,,
2371,8VWEx7qujKi8i1bjxNNZTGqLGHY5qrzy8NhH48Sy4tZ7,9QX4YMnoQrNFkL9jZRXSAVAFJ4oEAcHBajse4QkQWFWY,,,,,,
2372,BWbYu1o64LftSKEAotytJLJHx4vZEpUaMA1XnQz4vVjF,9qCRXUgPPsJ3oj7NNUMs2R4c1FJXwG6spdAhT4kqYzzY,0.0,1.0,5.0,9.90159086e-05,4491.91954708586,50496.93600448362
2373,B7KsSupioeFxtoHBU1hdUaJkerV985MmsCzos8FJJYXB,8aAp6HaEQYqkNuniDcGQTMpttUVKEWmrH4zX8ast3kbx,,,,,,
2374,bsQ5Ae5oD7dbNjnz49unSovEp4eDGiB2bfdihVZkAtE,HDmtdNjr3UNmzXfmajyKASLz9wz4YzNrspTMABcr7tXV,,,,,,
2375,8ZffpPH3CQsB8vPSW4nVzWL3GcZuLT6ZWgkBYJT5yaYi,3WN8GWa5LN3THWxvTpNB7r6gZmzGJ6kqbiGqdywjoRzz,,,,,,
2376,EMGpfDhtuEXAf88TJHWHUNKqnKLcnPk6VLe21rGjMLVg,F9bvPjKznhYjtsDTiecbcX4sUwSVMLqURpU5jdg5mSgh,,,,,,
2377,HuX5jsbAUR6HfsaLubDjgg5v1MYifCYTPvpkqbYU2dSM,DSqzzguyNfRpgFkQKAQ8kjKjY6CftZ4FFKCyeB5rJZXF,0.0,0.0,50795.13,559.0693320566731,15.68944628228259,90.85658448324772
2378,HuX5jsbAUR6HfsaLubDjgg5v1MYifCYTPvpkqbYU2dSM,DSqzzguyNfRpgFkQKAQ8kjKjY6CftZ4FFKCyeB5rJZXF,1.0,3.0,847298.71,9895.136659576916,-3.2714012498615,85.627792636896
2379,HuX5jsbAUR6HfsaLubDjgg5v1MYifCYTPvpkqbYU2dSM,DSqzzguyNfRpgFkQKAQ8kjKjY6CftZ4FFKCyeB5rJZXF,2.0,1.0,182233.76,-4.8216104893509,4988.824141510169,37795.20564808894
2380,HuX5jsbAUR6HfsaLubDjgg5v1MYifCYTPvpkqbYU2dSM,DSqzzguyNfRpgFkQKAQ8kjKjY6CftZ4FFKCyeB5rJZXF,3.0,2.0,2667.42,0.8791955776712,513.259330554664,3033.932457969616
2381,HuX5jsbAUR6HfsaLubDjgg5v1MYifCYTPvpkqbYU2dSM,DSqzzguyNfRpgFkQKAQ8kjKjY6CftZ4FFKCyeB5rJZXF,4.0,4.0,411260.34,4715.808853526341,2.7578137854447,87.20886549345015
2382,7wubr58V7m5sf3xzL8aUJPVHo8nHQSLCSsEDhXGQMdjE,9i3AWKcLsmYokSE7CptpKyEk7Hq8epJMy3qeaY6Qdi1E,,,,,,
2383,3wPjJh9JtvrVkJsniXnjpySQ8RZXAVqHpdF6pZ9JuGKi,3ontw4huC8yHnThncxFxQKAGHpmPTWAhkE8dMfbacBWk,,,,,,
2384,9LFEGKWMMdfxU5HSaQ2dJgu7U7iD7rW7cWeLMVqYU4HQ,Ezdu69rFqJ9ZSpy5RVBDuzmUqR5PMYaYQCCWiTLbBiSE,,,,,,
2385,3y5U4xsDfmT9x3Py1JB2qKiHaMsHDWiLD4eFsMfcMZj4,CjAye9wgJ8ZKGEtHq4Pskb5iHwrjuWoP1w6JaMRhJkBz,,,,,,
2386,21ciKTW2DGdcUNGeRgLKvQ2PicyqfohxdoJaYjwDwxPp,5Xk3E57XsPnrJmdtG3HLRC1fesfiKrGkhfz2ECM1uUW2,,,,,,
2387,6okhuWYGLwERbb322aUVx9d7Hzcb1iG3XA5VFf1Y7JDb,3zf5RfWjC28QxUTwfuycRmmTsmbzT15Na1mEFYoTKEoV,,,,,,
2388,AZx1wQxby6fya2Mn2df43x2NCA17EE1nD45y1DC4Vcku,GqSMKWKuLTa4ciy6r2qBCryB9p4Pob2vvw5CkxGCb2ZC,,,,,,
2389,CYGu9NbcN3U9xnffQsTLgJdW4Lg6twLZhPyTWnJKRrvC,A3nNGx9EPbtVJxxzgmHkBSmXmLQRJaW5UoZVteNU1nw,,,,,,
2390,AJodTeuDhjtSdJkVKhs2VzW8friwEFMgrAcWxt5LvbX6,3z9j3Z6hYrEmMGCiumPndUz3pK36eFcgh3thgSxWUEtR,,,,,,
2391,FYyDkjvMZscMomT6HiesyWBXFn3nsuQ3mBtqFxFUFMYN,BWTDDPojotrjVfHSyLrjRYj3BrWwSn55bPk5z9f1g8y5,,,,,,
2392,437EUPUErDZypmxokWbhAeYK7cGAL6W3PwmyH44E6abs,F6TZEGjo37xj1sru1rfyDwDQ2ySchuhKMtZj2nHS4zJc,,,,,,
2393,ERwURauRuJAgpvQu6moTwDPYHNkuMHVvcF353RHJCaGg,DDmGzGuVK67aG3U7s85xJwt3gTiKK9S9tP43u6SSfuTM,0.0,0.0,1130.99,13.874828876391,14.58419101075864,81.51379812146435
2394,GqzRAyfSrNSWKUdgqVFK1QjGRf6D3bPKXF1iUGvnEroy,4CQBvC1XQMz5ueX5zEKvQ8mdtu6DsWhGNQSrxBC5sag6,,,,,,
2395,7RLaL2XoFuqrcCcPEB6FzPJzLnAhjQpwcRmDfdpRXFgB,GKNBtZbwK4w9hyXD1r38NTGcTJhpjt8R9WFCzdXup9Tk,,,,,,
2396,C82pHWdM3a4b4sfjEpfzer4gECfuotCRwcQzW4tQC89L,GqgYzE11gYxCdB9D8sA4YkbwEkV7F7H5iGgnatm8EFpc,,,,,,
2397,6sB2kVfQsif888QfmUcJ6D1ygcYQLE3cDZHveyvhvnM6,JSwRLkFRGs7CZxHpfeQRNBZFgspEGJNqEaVhcH99puP,,,,,,
2398,Fd2bPyTR54f8fcTkUokCjcgYgReTGR9vN7ymaGXVcMDK,AzmKB7i1dJucc5Ec1mxpoJor662CDFKAAWRstWDtrmaq,0.0,0.0,1504.52,-16.3262997406487,4.97310831922867,92.15315312716537
2399,9APiLgx5XZAr6qwRDHjGuP1AMb6FSKm9Wz442m8ynj3t,3zRACTLndAhxuBf41yVcyRSbD6j1pbaHqhQxdtp9jZ1N,,,,,,
2400,ESjNBxrdJydSipQsiALf24dJP58BaRcJ43GyLedxrfHG,4isggVDCF95qHRq3tjcxu8dkA5a1o825ja55bwPdJouh,,,,,,
2401,GwxWNmv9XDkqQsx7DfCMccFjVik8asPnFU9gtnb4UVx,9WRDBHzD4aNHw5qvrhc6nqXCBLA5D7YYP8TvSrLksXd6,0.0,0.0,0.03,0.000144942092,14.56596110357949,206.97921208423017
2402,4r5Lvbq9Zxp9vDLxa8xpFGrLLz9ozbkX99fWt34E62pc,GEgsWiGXY2U3VBBTXZ7Wv89KZn8HhANtfBbGUfZjssUg,,,,,,
2403,7Wmyex8M2cWUfxoUCMzk3DY3tpxKAf9p8WtE9E7am4zb,8Xn6DjiHvDccg6kSZJc1uiyMJCbcUGhp39ZUStx9Pang,,,,,,
2404,A1mkSS7Y78kyRxok9eWRrNvZppKHuFidVALKxfdDS3XJ,2JZ88JfdAGXLT4RQSUrgyS4r3sJnza85rWHSGKvsPe9N,,,,,,
2405,8855tNJjcUZwfBzrMGt7rPkkpogQSoXvMTNc678KvGNU,EBf2PgpHHAEMNvtwwcnzR9RDZwtcoAh5vcGPwarMrzzF,,,,,,
2406,r2ogyHX8DqT4RiHgkgn11yCNXExdekLCGqRTBiJHzoN,DEFgr1noewANyWNbwm6m268sfv8wnqevQyzxGYXfqDqx,,,,,,
2407,BrCNFRRi9Cx2hJEKp47CtN9TUa7VzLWkyLrs5TSX7w1i,HyzMNjVJqyfyMKnuwvRTQvT4NeTBX9HjXgfCbDcDXGF,,,,,,
2408,EHULycShpWkGi6sHjP4whiBjCtMgUZ5kf1bwiFiDn9TK,AvNohgSg1DQeYmwD3Pvs2xHj5dx7NmN9pZA5aMoC4Y7p,0.0,7.0,2479.75,-68.8452794887179,1.81844689424589,36.01917253319266
2409,3W1BBitozb63awGtNyTPNDv74zM2dTSzMYb2pJQmYFFP,H4kVUNBCjZnPfxtFa5QTwDrM7WSix1hERN6hJvDHfzvC,,,,,,
2410,sDX9hCP4LjF1tsfbfAcvRrUre3TsTn5RUqHsUeEHjbW,Dztk7aGAPGgmyQ4kF9s5bVJ3zFPjXm6wLirhFMG1UQCw,,,,,,
2411,6TmBWGHhMUcXG8U1PR8uThma3jBKJdKQ8tVkPyYWASGR,GCTRxHMp7QYEfFU7Lhne6o8rv3kprafSWn1igGC3PZou,,,,,,
2412,GPhRzFUMPiwzCtHJc3fKnhbkAku6LEK2D8K1Y4Zwdmgt,6rcAtpsyD7dUNR6z6kZyGazg3fLCKFmwPzZTF8h6b8LN,,,,,,
2413,3R7r72ZoByCgs2o2AzoCS5K8P6TD2E7bFxJVWmU4xVko,7XoJCmfuEF6nLexzw5nUGnza4xNLe2f3Kz2zbZvebK3M,,,,,,
2414,Bv67SHZoVqFhDZ7QRQLTUi1NR9zUPD9T7uw1zmoAuuTh,8pjAmnuqsXh8eP7XWphZmeCKYPGc8J2ux6u9VEGjjkPp,,,,,,
2415,6AegNfFfLBXZ4HQf9PWvan6zj7kB62nZqmAeDB445sBJ,GwV85aEotMuTY6Gcy3nBudcyCze1q9tx9i8RF8BUpS8K,,,,,,
2416,Gt4cLU2uMWYev3oxKgk9fTB6ZQ6HhLV1H56b2gQPVwWG,8pkZcfBLPtWi66TQ7ahiQvQPXJf9ChGNqA9kSXEwQmsd,,,,,,
2417,5CU9JjqS2toJAwUDJJCv4Wp2fF8RTD9Y7FNC62XHrojH,HtivQBFMWAKQBevnVjy89Y2aXhGooDXS1JUZXju7PXDB,0.0,0.0,1335.77,13.5298071469086,15.68426226711602,98.72794087129375
2418,3VwEsYwnCcv6NR8wC72JaSYPTMxkzzcF3SYRAFiEfJi2,FHL6i18MNUoLhsMqwUFQfQLyVQy4R1jhzxG95NeKBkec,0.0,9.0,5.79,-7.0,0.01946936420691,0.8271428571428572
2419,Cb3aj4VR8VDWmjwznup4FwJGLrWpsy4Rdy1cJ3L8w9KV,HM4EaPqWuxPb6UazonBAsytLkCo9rWBcWRQpQiYfsNpG,,,,,,
2420,Hj6x8xLszarSmXJw6LXLyL9VRTzN2qq3Vyft1LeDWGNJ,5LvNNvXes9tkNU3SWKHgMKwES5bXhrEjeK7Hd3KYDy8T,,,,,,
2421,4Luh4yUtqXcDPd1nj64EJPfvkvQKHvRhdQVPacbXgHoh,5XfPWK3uThtRhnKYrARUskfh1DG6AiUaefdZo6XXSZ3,,,,,,
2422,6YreXFn6uFbBubc8fKBL32jpk9wuuN2sWXVd11Zn3Jkz,38xcMsfdj9ccU7HmSrXKQd88TrEECwD8TeoFYjKnfpLA,0.0,0.0,2.45,0.0272726221058,11.43325702480606,89.83367974284236
2423,DYLsWLKCZiExp8LL8yP4NEUNYM7QuTG6sGiv4UpKtHdq,DrE8NhfgZo8CTw7oDM7rwEUktsrA1ZkK68LVvdDanRGK,,,,,,
2424,6KvpoHimFgeG6UGjUu2NvNuSVBCParp9a1dCUzdYcTD,GDgvDpeWrFrPZtmoHJyTgKe3yD61bpJkbw95tHQcgNFK,,,,,,
2425,DAnsURL9CpP8ZgWgUGwmUwWvP3yFAwiBESstYquYCKmG,4LsWnYf1oV4P2AkMPVZ5Pfrn9FF5nYFSwy5S4EECgqSM,,,,,,
2426,4kZPov4RTSAU8RRMH33pVziokBXUNEnjdTh8KjVNbGVd,8SxDYwwwmvNi5rpi3qs83oQBepUbfWRXkDpyHgzF8oXF,,,,,,
2427,3k7x2HczZyyqZZ3dGZtdM6b2UMhWbhhJn7xDV2pDhxcY,F144gtkJSv3mtmRzoBwLmVuyUbqLKQvvbNRruATCJpmQ,,,,,,
2428,3PrUb2DbavAqsPsRH5e6WDhoMzPLeWrgtyR6mGviibMn,7tZcjc1h6BYEaCBmqFp3C65QwdJ9KfjqYAynb7yJAeLv,,,,,,
2429,3EZwmiSbpovrJXT5mfgspDA2LD7HfwDTyuoaKZsvrmvy,DXfwQMb9StaQn3HrbLcnEDHGAbWdvU4ScwyHbXnyirdZ,,,,,,
2430,D8KnbVXStSUz3QhZGzY5o853ASocjkyu9x682oHgVoZh,9qGz5Mh1XNUXqY1vEg5S1ZEMzPFvBLRbp1qaXwxSFMby,0.0,0.0,4503.68,50.0,15.68818996148259,90.0736
2431,D8KnbVXStSUz3QhZGzY5o853ASocjkyu9x682oHgVoZh,9qGz5Mh1XNUXqY1vEg5S1ZEMzPFvBLRbp1qaXwxSFMby,1.0,4.0,7767.0,100.0,2.75745211505304,77.67
2432,D8KnbVXStSUz3QhZGzY5o853ASocjkyu9x682oHgVoZh,9qGz5Mh1XNUXqY1vEg5S1ZEMzPFvBLRbp1qaXwxSFMby,2.0,1.0,20763.43,0.5,10504.061071592121,41526.86
2433,FECbERygdgsqGh6FkJaxKjv2s6vL1BtUTgKYwPRGta3K,AKfKFmRcjttcjg45qxV2n2YVci4J8BYgYQ4LYny5FZpd,,,,,,
2434,3UiKeVq3phutdHk2VvAnJeCSYnQuatoyN1tsxjaCyjRq,6JDy8CMJAqB37Cybv6ZTEVxLjhPvPKVAh64Kn5YUJHgo,,,,,,
2435,61tX4KhfyM48rAwhT1BT6kyuRjTN6mVwYCHB2Ygr6XSP,GfQAk9PR4CpsnLpcwcPgvyurNBaJ3Geve8vJp37MB2i3,,,,,,
2436,Fh6xKGEyopR6JB9r6HMbCbSyM2vFU3jj79sGEpu1BXha,AGGVQp6MD2LBwanCWXqc4naphX6Scak3aeYX1LFiAhSJ,,,,,,
2437,6ANqcD4R7LtxDRjNFZRLpXF23e74mBvRtYubUqHu66H7,9MZ64sp4Yp2zrTTiT22V2V54BVbkS8GwHFpJ6WrEGSSv,,,,,,
2438,9Zerp7yNQC88vhmu8gsLGbP2kNN8KF2gzCPqVe1MmHTu,3bprArD4auGxKGrBunvBCC65h8AuF42EqRHagn7azHZE,0.0,0.0,154.66,1.7003920256566,14.71940661027097,90.95549594822324
2439,Ec9f3w53EWqr5pqdpSmvLLQ78dCABu5LzkVmJDgeuYu6,6ug1J8iSSC6kDPuHhbeczSxgxSMmQFGEAHtCv3pS34M5,,,,,,
2440,DAf4L5UT8EoCUzvfC7KnXrkF6rfPCBUGpHxZ2DZvDKoB,9ohgPmGLfqYiGN1bWzsBQ9uZ49HpgDwAhxj19Mpb2bYr,,,,,,
2441,KpoZwr4ZFTHJgebbf4tcjT9iKvpC1EF8Aw4uaVPxXNd,BXMMFy2k9b2hVBEG6RyXAq3qqXxJ7EY2xhyPZqtLvBiU,0.0,0.0,2.11,0.0230043159939,14.56596110357949,91.72191864168026
2442,BAACfQcMPemy7D77mrjvPMTj9Usqbxi548HKKWtiM6Kj,D2xZx22f48duLcFRBMHrpCSeGT1zcUfNQ5NraxnFAEoq,,,,,,
2443,3GQMof4dMURGrRs7JW2WtNvEFM24g9j3E2orjFMU7YtN,5uA28azuWspC5iB6NEdERLdpxtJikdhs9hFkEcchZVZN,,,,,,
2444,7e7DE8mZagWBPnZQL5EUGJ6V9VmVxcWMbyfN4TqpsiUs,9LCGRZtf1Qchcm57eRzxbmvnDjoqS4GR8nB1oCs3H6BX,,,,,,
2445,H5pc9qG4ZrkmCoXr1sYotAZF1S9kGmYWe2tEEGnjLx3M,B7fSYEgQxhxexNHmSC3VxP9ea5Peq4niJG7VvrJKvgny,0.0,1.0,103.0,0.0026798560683,10288.353336490156,38434.900000185204
2446,UnEgrWsAPzLKyEC13V3PKtLC9rTuEBP8arqbtKaP2ei,Hgsb8B46xCaoLAMNcoUHgGiCJdqXZEJhMacYt1J4twMz,,,,,,
2447,Cu7qDjNFpac1hHLQbdJ2iNH8o6q4hcd1R7tsV7MMopJv,5GGcHTFi7PqKJdfyoc3CGNjxeQjcvuvgYf2c8EaJweuB,0.0,0.0,0.97,-0.0107265335874,4.95041535617461,90.42995969727046
2448,HwDwbuhSdUpikSHqQTD8eKrPLy5BW64JSDn37wN7mpWG,7yTDC1z2mbfLEPqdMNeqrb6v5mZVuHfPjzRHhGthUpPF,0.0,1.0,21.25,-0.0004601146628,2157.8764289711876,46184.13999389719
2449,HwDwbuhSdUpikSHqQTD8eKrPLy5BW64JSDn37wN7mpWG,7yTDC1z2mbfLEPqdMNeqrb6v5mZVuHfPjzRHhGthUpPF,1.0,3.0,15.91,0.2078868734581,1.66796354447049,76.53200866098307
2450,3yxQpcC5s557FY8mJrQHp6jxRLnfjsemDiL87ZvLnVkT,5LtcaH2KubtMvwgj6bXBuq5wPH41uiwe7h25L5r2sTKc,0.0,0.0,2.5,-0.0276355411207,3.73423904376315,90.4632186893352
2451,CvTsmvX77bZFoXfb4CoiLsSi7tKa2B9rokiEWt9iFCef,9hBa7ygmYcQC1VFTB759WMhKjjajhKpAtPqfacKpyNJY,,,,,,
2452,6juKQJaXavCqVChnPS9oB8gT4S3wCrzkXiBjSUCVcDBg,Agtg4jXpvBJaaGHLsZimGcQBViF3Z2i4r8payNtmj2G,,,,,,
2453,DtwYRAKEdMHXoWD2FeWroaSTrLQcqKyRPp5WPj5qykiP,4HcBfPGGrMUw926v7tjxjBaCjxw1LugMmP3G5p1nmYKA,0.0,7.0,10716.88,-399.9999998287331,2.07431274035344,26.79220001147154
2454,DtwYRAKEdMHXoWD2FeWroaSTrLQcqKyRPp5WPj5qykiP,4HcBfPGGrMUw926v7tjxjBaCjxw1LugMmP3G5p1nmYKA,2.0,3.0,7836.43,-169.9999990229217,-0.79023373771644,46.096647323764905
2455,t5uTpDYgLTtFBsys2q2S1cS9T3ucwZFcQ5ZbTnaNtC5,9z8Km6QAddeeaGkLxpkvvPS2LyMystw5vzp2cLTSZiGX,,,,,,
2456,HwtYmuc1MEXsaD4JVhYRdHx5D2uwCy5JsexFFYJNHcSo,FXQzUPvukgu1KuUPB8ZUAFw8UWHhyLNet8mw9Ne1YDba,,,,,,
2457,4jFLx9XP17ChGvYRpBCRpg52R2WCkTzcXNRiq1whPkN1,2SmRZ3zfreTkegAVMozRYtf2XuaNge8WD4CATtQ69c1x,,,,,,
2458,Cy8FP7bE9YT9nD65GTVtaCNT7xHRaSnjiHxVuusb6dFR,dsXDNhsw5LHYoaFivThPKZZkpgw4MBfv7PYAy5Dmdyb,0.0,5.0,38735.15,-96.2056319414337,17.16630061921799,402.6287153706394
2459,Cy8FP7bE9YT9nD65GTVtaCNT7xHRaSnjiHxVuusb6dFR,dsXDNhsw5LHYoaFivThPKZZkpgw4MBfv7PYAy5Dmdyb,1.0,6.0,12816.37,-8557.76328507734,0.12016672403658,1.4976308146251995
